pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,sy_dist,ra,dec,discoverymethod,disc_year
HD 75302 b,12.8,1716.2733978,4356.0,,,5697.46,0.940904,1.06,30.3288,132.3015641,3.4850141,Radial Velocity,2023
HD 108202 b,13.1,953.485221,2990.0,,,4556.03,0.66355,0.74,38.6846,186.4613189,-1.1109233,Radial Velocity,2023
HD 208897 b,13.7,379.48711796,358.27,,,4860.0,4.98,1.25,67.4872,329.7490639,19.0201591,Radial Velocity,2017
TOI-2134 c,7.27,41.89,95.5,306.0,1.4,4580.0,0.709,0.744,22.6202,271.9355015,39.0729269,Transit,2023
TOI-2010 b,11.81426566,408.7273314,141.834025,400.2,4.09,5929.0,1.079,1.112,109.19,292.1669417,53.4873694,Transit,2023
24 Boo b,13.9,280.64248338,30.33,,,4816.0,12.19,1.05,95.9863,217.1555242,49.8446488,Radial Velocity,2018
HD 47366 b,13.4,661.71874337,360.08,,,4866.0,7.3,1.81,84.3552,99.4200181,-12.9856593,Radial Velocity,2016
TOI-3919 b,12.31866979,1233.17421916,7.433234,1198.0,184.322,6100.0,1.319,1.208,604.591,208.9447534,40.3918061,Transit,2024
TOI-4153 b,16.11851425,365.50266805,4.6174141,1669.0,1212.0072,6860.0,1.605,1.572,423.84,335.3934698,82.2160792,Transit,2024
TOI-1249 b,3.2710301,11.9,13.079151,726.89,48.6058,5497.0,0.9785,1.0062,139.49,200.5615762,66.3085331,Transit,2024
TOI-4633 c,3.2,123.0,271.9445,268.57,1.56,5800.0,1.05,1.1,95.2016,256.8431021,62.475548,Transit,2024
Kepler-305 d,2.76,6.2,16.74,576.0,25.523,5090.0,0.792,0.827,868.477,299.2242557,40.343167,Transit,2014
TOI-5232 b,12.778238,743.71847238,4.0966692,1772.0,1193.86,6500.0,1.785,1.389,609.388,294.3374248,35.2764934,Transit,2024
TOI-1269 b,2.40144286,6.4,4.2529913,1004.9,231.2034,5499.0,0.8521,0.9027,172.138,249.6966397,64.559181,Transit,2024
TIC 46432937 b,13.31626907,1017.0509024,1.44044527,872.0,,3572.0,0.5299,0.563,90.5369,83.8689794,-14.5971909,Transit,2024
TOI-762 A b,8.33948164,79.77493016,3.4716826,555.4,17.0012,3266.0,0.425,0.442,98.4458,166.0747423,-47.8214964,Transit,2024
TOI-1294 b,10.12369881,63.9,3.915292,1392.74,311.498,5718.0,1.5566,1.1578,332.648,223.0926408,70.4765573,Transit,2024
TOI-1288 b,4.96846551,44.1,2.6998279,1203.44,1198.41,5388.0,0.9583,0.9552,114.865,313.1670294,65.6087833,Transit,2022
Gliese 12 b,0.958,3.87,12.761408,314.6,1.62,3296.0,0.2617,0.2414,12.21,3.9579137,13.5576175,Transit,2024
TOI-907.01,9.6158851,67.0,4.5849129,1846.6,1729.6714,6272.0,2.059789,1.069357,312.529,262.1834072,-62.840383,Transit,2024
TOI-1410.01,3.10083009,12.5,1.21687,1236.7,565.5415,4635.0,0.7558,0.7941,72.7512,334.8828486,42.5603141,Transit,2024
TOI-1386 b,6.2163865,45.8,25.8401,615.03,34.68,5735.0,1.0235,1.0363,146.858,334.5041029,54.3190454,Transit,2024
TOI-2447 b,9.60609646,124.90656395,69.33684,414.0,44.5933,5730.0,1.006,1.034,148.987,70.9975864,-31.9066369,Transit,2024
TOI-3353.01,2.6667555,7.59,4.6657965,1264.36,313.0426,6365.0,1.0207,1.332089,78.7577,106.5298146,-75.8195594,Transit,2024
HD 63433 c,2.58229101,17.2,20.543847,622.31,35.3582,5634.0,0.9169,0.9883,22.4035,117.4793699,27.3631342,Transit,2020
Kepler-25 c,5.217,15.2,12.7207,934.0,210.172,6354.0,1.316,1.165,243.249,286.6383905,39.4879038,Transit,2011
TOI-776 c,2.047,6.9,15.665323,420.0,4.9,3725.0,0.547,0.542,27.1701,178.577997,-37.5533568,Transit,2020
TOI-776 b,1.798,5.0,8.24662,520.0,11.5,3725.0,0.547,0.542,27.1701,178.577997,-37.5533568,Transit,2020
TOI-5082.01,2.54811,7.03,4.240122,1164.91,254.588,5670.0,0.93,0.99665,43.1406,106.569578,22.6831477,Transit,2024
TOI-1807 b,1.49681583,2.44,0.54937097,1694.1,1407.22,4914.0,0.746,0.8048,42.5775,201.2826259,38.9223671,Transit,2021
Kepler-100 d,1.61,3.0,35.3331,670.0,53.981,5825.0,1.49,1.08,304.645,291.3861294,41.9901394,Transit,2014
TOI-1451 b,2.61143902,15.2,16.537944,723.33,53.0216,5801.0,1.0162,1.0022,91.9362,186.5242821,61.2589289,Transit,2024
OGLE-2023-BLG-0836L b,12.9,1385.73185452,,,,,,0.71,5120.0,267.186875,-23.7415194,Microlensing,2024
TOI-2076 d,3.43087751,29.0,35.125686,457.68,16.5,5192.0,0.796,0.8557,41.9091,217.3920159,39.7903991,Transit,2021
TOI-3486 b,10.5700688,99.16246298,2.21778105,1190.0,334.0,4930.0,0.788,0.837,154.715,249.4432035,-59.3051077,Transit,2025
G 196-3 b,12.0,8263.538582,,1670.0,,3517.0,0.522432,0.519782,21.7912,151.0884754,50.3861806,Imaging,2024
BD-14 3065 b,21.59,3932.0,4.2889731,2001.0,646.761,6935.0,2.35,1.41,589.423,153.6696689,-15.6428372,Transit,2024
HD 63935 b,2.91575244,10.5,9.058807,825.22,115.6,5513.0,0.9598,0.9406,48.9739,117.9246417,9.3852412,Transit,2021
TOI-1694 b,5.3422266,31.3,3.770107,943.19,195.2882,5058.0,0.8036,0.853,124.68,97.7487104,66.3605956,Transit,2023
TOI-4336 A b,2.12,5.14,16.336334,308.0,1.5,3298.0,0.328,0.331,22.5455,206.1070129,-40.3373505,Transit,2024
SPECULOOS-3 b,0.977,0.894,0.71912603,553.0,15.54,2800.0,0.123,0.1009,,312.3632611,33.6123832,Transit,2024
TIC 139270665 b,7.22979255,147.15455244,23.624,703.0,40.3,5844.0,1.016,1.035,189.875,124.0338967,33.2914532,Transit,2024
HD 101581 b,0.956,0.827,4.46569,834.0,80.0,4675.0,0.63,0.653,12.7781,175.2563039,-44.4041485,Transit,2025
TOI-2005 b,11.99360935,2034.1018048,17.305904,1221.39,525.9409,7130.0,2.02,1.59,328.475,164.031654,-43.3766967,Transit,2025
TOI-2031 A b,14.20177855,254.2627256,5.71548654,1358.0,567.0,6490.0,1.241,1.174,276.105,331.1178077,81.5659509,Transit,2025
Kepler-102 b,0.46,1.1,5.286965,857.0,90.0,4909.0,0.724,0.803,107.796,281.4824731,47.2078263,Transit,2014
HIP 9618 c,3.42855926,7.0,52.56363,470.31,11.7,5649.0,0.9593,0.942,67.5478,30.9050061,21.2813274,Transit,2023
TIC 139270665 c,12.9,1554.18091023,1010.0,200.0,0.21,5844.0,1.016,1.035,189.875,124.0338967,33.2914532,Radial Velocity,2024
TOI-815 b,2.94,7.6,11.197259,686.0,36.9,4869.0,0.77,0.776,59.7117,155.8719377,-43.8349248,Transit,2024
TOI-1246 d,3.43139739,5.4,18.654874,587.77,28.0,5213.0,0.8649,0.8889,169.422,251.1158702,70.4299917,Transit,2022
HD 6061 b,2.42763557,10.0,5.2549,1075.31,339.1,5934.0,1.0072,1.0269,67.6203,15.5981441,37.1854394,Transit,2023
TOI-5720 b,1.09,4.3,1.4344555,708.0,41.7,3325.0,0.383,0.383,35.8256,170.3135774,25.2732942,Transit,2024
TOI-1224 b,2.104,5.08,4.1782745,541.0,13.9295,3326.0,0.404,0.4,37.3312,37.1978356,-80.8991053,Transit,2024
TOI-1224 c,2.884,8.67,17.945466,303.12,1.9952,3326.0,0.404,0.4,37.3312,37.1978356,-80.8991053,Transit,2024
TOI-1246 e,3.5141875,14.5,37.92548,463.98,11.0,5213.0,0.8649,0.8889,169.422,251.1158702,70.4299917,Transit,2022
TOI-238 b,1.612,3.4,1.273114,1456.61,747.65,5080.0,0.75,0.788,80.5407,349.2310814,-18.6066463,Transit,2024
KOI-2513.01,2.80224517,7310.053361,19.00547,758.0,78.19,5900.0,1.2,0.91,1369.87,293.6688776,46.3792321,Transit,2023
TOI-871 b,1.664,3.41,14.362565,621.0,24.78,4929.0,0.719,0.758,68.0473,74.7376264,-50.6274153,Transit,2024
TOI-6086 b,1.18,1.76,1.3888725,634.0,26.8,3200.0,0.259,0.254,31.4566,265.3704236,30.3037755,Transit,2024
UCAC3 113-933 b,12.1,6674.396547,,,,3864.0,0.564484,0.61,52.5829,5.2758121,-33.8031679,Imaging,2024
HD 48948 c,2.6,7.27,38.06,553.0,15.5,4593.0,0.679,0.686,16.9043,102.489811,60.3373133,Radial Velocity,2024
HD 48948 b,2.06,4.88,7.34013,957.0,138.85,4593.0,0.679,0.686,16.9043,102.489811,60.3373133,Radial Velocity,2024
TOI-1710 b,5.20315158,22.4,24.283377,602.99,33.0,5684.0,0.9574,1.0258,81.2271,94.2838373,76.21102,Transit,2022
Kepler-1009 b,2.17,5.35,11.35011917,403.0,11.561,4027.0,0.57,0.59,355.019,282.8598614,42.6658336,Transit,2016
WASP-76 b,20.78145022,284.13859586,1.80988198,2228.0,4104.0,6329.0,1.756,1.458,194.459,26.632936,2.700389,Transit,2016
HIP 8152 b,2.53625843,8.9,10.751014,794.96,88.9,5618.0,0.9603,0.9373,101.694,26.2092533,-18.4013844,Transit,2023
Kepler-342 b,2.25,5.69,15.170318,905.0,160.261,6175.0,1.472,1.213,781.611,292.6780488,46.7266813,Transit,2014
KMT-2023-BLG-0416L b,3.67,13.03096469,,,,,,0.63,5900.0,266.3240417,-25.0794889,Microlensing,2024
KMT-2023-BLG-1454L b,14.1,200.23189641,,,,,,0.17,7220.0,267.6200833,-29.62275,Microlensing,2024
HD 73344 b,2.884,10.48,15.611,911.0,111.9729,6252.6,1.22,1.2,35.26,129.6894456,23.6852651,Transit,2024
TOI-3261 b,3.82,30.3,0.8831331,1722.0,1466.0,5068.0,0.849,0.861,300.141,47.7285242,-73.531972,Transit,2024
HIP 8152 c,2.52442508,10.7,19.60562,650.68,39.9,5618.0,0.9603,0.9373,101.694,26.2092533,-18.4013844,Transit,2023
TOI-329 b,4.94057819,40.4,5.70439,1213.02,576.8749,5614.0,1.5326,1.0678,284.388,351.3210955,-15.6346313,Transit,2024
HIP 39017 b,12.0,7500.7504052,31000.0,,,7201.0,1.51987,1.52,66.3217,119.7665756,-4.3326006,Imaging,2024
KMT-2023-BLG-1642L b,13.8,343.25467956,,,,,,0.17,6980.0,261.366,-29.0584694,Microlensing,2024
Kepler-984 b,2.12,5.14,43.0342272,484.0,13.991,5610.0,0.93,0.96,460.188,296.9588566,46.3940661,Transit,2016
TOI-2107 b,13.57407563,263.79757781,2.4545467,1397.0,508.468,5627.0,0.932,0.961,236.705,286.7965405,-58.6968348,Transit,2024
TOI-3877 b,11.67975789,99.7981198,4.123596,1445.0,729.0,5731.0,1.445,1.16,493.77,170.4544727,33.9913822,Transit,2025
TOI-480 b,2.85372018,20.8,6.866196,1198.94,531.521,6174.0,1.4877,1.2793,54.5306,88.3784618,-16.2653974,Transit,2024
TOI-3321 b,15.55806521,176.07693748,3.6525145,1616.0,967.919,5850.0,1.549,1.041,285.895,265.7603351,-65.0082516,Transit,2024
TOI-3894 b,15.27784069,260.61929374,4.33454,1531.0,546.903,6000.0,1.502,1.138,417.365,201.3748265,52.7681036,Transit,2024
TOI-669 b,2.58606487,10.0,3.945152,1124.85,388.2,5597.0,0.9882,0.9245,142.867,158.9007013,-5.1813735,Transit,2023
Kepler-48 f,13.8,298.5809968,5219.681854,,,5190.0,0.836,0.916,306.738,299.1393094,40.948939,Radial Velocity,2023
TOI-5713 b,1.77,3.78,10.441989,347.2,2.2554,3225.0,0.2992,0.2653,40.8668,208.4587323,52.6027628,Transit,2024
TOI-1184 b,2.39,6.8,5.748433803,715.47,57.54,4534.0,0.69,0.71,58.5946,272.2045196,60.6787845,Transit,2024
TOI-1244 b,2.467,6.6,6.400316483,714.86,56.63,4599.0,0.721,0.73,102.551,256.279559,69.519093,Transit,2024
TOI-757 b,2.5,10.5,17.46819,641.0,24.3644,5278.0,0.78,0.8,60.3418,187.9948428,-35.5544523,Transit,2024
Kepler-1979 b,29.33,,18.5084526,683.0,51.32,5942.0,0.938,1.028,1076.27,289.8429062,38.309622,Transit,2023
TOI-1437 b,2.24,9.6,18.840942,794.23,82.0,6008.0,1.17,1.1,103.297,256.1387513,56.842549,Transit,2024
KMT-2023-BLG-1866L b,1.43,2.63,,,,,,0.51,6210.0,273.48225,-28.4473889,Microlensing,2024
HD 183579 b,3.49,20.4,17.471291,752.0,58.1,5784.0,0.96,0.996,57.2651,293.2866147,-54.5327284,Transit,2021
K2-203 b,1.26549392,2.14,9.6952,738.4,,5026.0,0.765,0.793,166.147,12.7736909,-1.1958844,Transit,2018
TOI-6651 b,5.09,61.0,5.056973,1493.0,817.0,5940.0,1.721,1.323,212.128,15.7885904,35.3890405,Transit,2024
HD 135694 b,2.857,6.1,15.923475568,750.83,71.8,5712.0,1.08,1.02,73.8713,227.8678636,71.8412965,Transit,2023
TOI-1301.01,2.477,6.7,6.096407209,737.36,72.55,4820.0,0.732,0.77,90.8693,275.8625432,71.5817479,Transit,2024
TOI-421 b,2.64,6.7,5.197576,922.0,154.57,5291.0,0.866,0.833,74.7969,81.8532824,-14.2767404,Transit,2020
KOI-1783.01,8.86,71.0,134.4628,412.0,5.7,5922.0,1.143,1.076,865.73,289.3414629,46.988155,Transit,2020
HIP 67522 b,9.9872018,71.4,6.9594731,1175.0,341.0878,5675.0,1.38,1.22,127.28,207.526001,-40.8358961,Transit,2020
K2-211 b,1.33162691,2.33,0.669561,1873.0,,5117.0,0.818,0.851,272.297,21.1061587,1.7049101,Transit,2018
Kepler-315 b,3.77,13.7,96.101141,409.0,6.674,5796.0,1.037,0.831,1160.63,298.0230967,43.3634761,Transit,2014
TOI-2420 b,15.02003414,294.62693329,5.842641,1571.6,1017.0,5707.0,2.369,1.158,435.174,14.8268138,-19.7711643,Transit,2024
HIP 116454 b,2.469,9.7,9.1004157,753.2,51.2858,5048.0,0.758,0.8,62.4491,353.9543517,0.4447043,Transit,2014
K2-226 b,1.53899305,2.98,3.27109,1187.0,,5288.0,0.889,0.856,211.265,183.6456643,-9.5626286,Transit,2018
TOI-1659.01,2.255,5.71,5.877556328,1031.14,268.44,5977.0,1.006,1.1,122.494,277.9251938,82.3059487,Transit,2024
TOI-1338 c,10.3,75.4,215.79,,,5723.2,1.313,1.0936,399.017,92.1330955,-59.5409853,Radial Velocity,2023
TOI-2485 b,12.1393261,766.60211768,11.23479,1134.0,275.6,6016.4,1.72,1.163,397.953,205.2043217,22.9839692,Transit,2024
K2-280 b,7.5,37.1,19.89526,787.0,69.5,5500.0,1.28,1.03,391.537,291.5953596,-22.2477071,Transit,2018
K2-147 b,1.47286006,2.77,0.961939,1077.0,200.1,3690.0,0.578,0.563,90.5494,293.8330329,-28.498475,Transit,2018
TOI-1130 c,13.0,336.0,8.3501898,650.0,30.0,4360.0,0.697,0.745,58.2609,286.3760037,-41.4376399,Transit,2020
eps Ind A b,12.7,2005.49724817,16510.0,275.0,,4760.0,0.679,0.76,3.63857,330.8714021,-56.7969023,Radial Velocity,2019
K2-237 b,16.06246934,434.15360396,2.18053332,1759.0,1860.0,6180.0,1.236,1.256,314.995,253.7688479,-28.7105836,Transit,2018
K2-250 b,2.71257333,7.81,4.01392,1003.0,,5003.0,0.797,0.809,414.708,185.0315429,-8.9757427,Transit,2018
TOI-4379 b,16.69017226,353.74301699,3.25352,1869.38,2886.0942,6020.0,1.976,1.372,645.158,252.0478813,-32.4337532,Transit,2024
HD 132406 b,12.8,1887.90073758,908.0,,,5766.0,1.34,0.973,70.7832,224.2276121,53.3809615,Radial Velocity,2007
K2-260 b,18.41635529,546.66486004,2.62669762,2090.0,2520.03,6860.0,1.755,1.637,663.834,76.8673317,16.8676948,Transit,2018
TOI-2211.01,1.561,3.06,3.092686757,1057.09,296.13,5253.0,0.834,0.9,70.2932,308.5390859,-29.6726127,Transit,2024
TOI-1799 b,1.642,4.0,7.094570865,922.72,164.26,5690.0,0.957,1.01,62.1274,167.2329152,34.3030149,Transit,2024
TOI-4638.01,2.933,8.92,10.283918787,779.83,87.81,5700.0,0.895,1.02,168.248,12.8206627,12.7879858,Transit,2024
TOI-6029 b,14.39233122,519.64944544,5.7987,1484.0,806.794,6223.0,2.338,1.548,603.119,8.3862555,61.8607659,Transit,2024
OGLE-2017-BLG-0448L b,4.08,15.6,,,,,,0.5,7530.0,268.668625,-31.0319167,Microlensing,2024
KELT-24 b,12.71098411,1458.83238813,5.55149296,1391.0,624.0,6426.0,1.338,1.268,96.5173,161.9090273,71.655727,Transit,2019
K2-321 b,2.05124347,4.86,2.2979749,830.0,68.5516,3750.0,0.595,0.578,77.6888,156.4054989,2.5138829,Transit,2020
K2-167 b,2.36509493,6.5,9.978541,1220.0,317.0,6310.0,1.499,1.084,80.8994,336.5761233,-18.011665,Transit,2018
TOI-1782.02,1.839,4.04,1.829024227,974.95,214.17,4336.0,0.669,0.68,95.2649,213.0787718,74.4117909,Transit,2024
TOI-2529 b,11.54525012,743.71847238,64.5949,636.0,70.9731,5802.0,1.7,1.11,296.271,118.9945352,-52.3548332,Transit,2024
TOI-3568 b,5.3,26.4,4.417965,899.0,130.1481,4969.0,0.719,0.78,197.906,322.6023682,34.7395805,Transit,2024
K2-57 b,2.30905002,5.94,9.0073,635.8,24.1,4413.0,0.671,0.699,264.213,342.6918241,-14.0700007,Transit,2016
Kepler-48 c,2.71,14.61,9.67395,736.0,67.593,5194.0,0.89,0.88,306.738,299.1393094,40.948939,Transit,2012
TOI-5634 A b,10.42,588.0,2.2035373,837.0,77.0,3896.0,0.54,0.556,306.144,175.6436366,20.9652921,Transit,2024
TOI-5616 b,10.78,624.0,2.002849,939.0,137.0,3996.0,0.646,0.666,390.415,184.9016378,48.6832895,Transit,2024
TOI-6034 b,11.92,254.0,2.576184,714.0,43.0,3635.0,0.489,0.514,117.992,317.9001392,68.4020762,Transit,2024
L 168-9 b,1.63,4.07,1.40152604,998.0,149.3748,3842.0,0.604,0.614,25.1496,350.0285917,-60.0657292,Transit,2020
K2-77 b,2.4996027,603.877,8.2000844,806.0,58.0,5160.0,0.792,0.847,141.731,55.228521,12.572448,Transit,2016
TOI-1772.01,2.905,8.78,8.054246874,877.67,140.93,5583.0,0.995,0.99,97.7562,156.837704,34.3909497,Transit,2024
HD 11506 b,12.9,1551.00262616,1617.7,,,6123.0,1.24,1.22,51.261,28.2106607,-19.507396,Radial Velocity,2007
TOI-1453 b,1.173,2.32,4.3135225,944.2,132.6,4975.0,0.72,0.715,78.7415,258.2232705,57.1977779,Transit,2025
K2-97 b,13.45077684,174.48779544,8.407115,1566.0,114.149,4673.0,4.14,1.17,878.43,127.762837,10.8475571,Transit,2016
TOI-2169 A b,12.50922246,329.58805806,8.2148282,1364.0,577.0,6270.0,1.82,1.42,351.487,279.1701117,23.2586193,Transit,2025
HD 75898 c,12.6,2698.36317543,6717.0,,,6122.0,1.55,1.295,78.0505,133.4611999,33.0566885,Radial Velocity,2024
TOI-2986 b,9.292245,96.61983573,3.2783662,1622.0,1156.0,5906.0,1.458,1.122,563.149,163.7715605,-6.4784524,Transit,2025
GJ 486 b,1.289,2.77,1.46712127,696.3,39.2,3317.0,0.3243,0.312,8.07426,191.981531,9.7494181,Radial Velocity,2021
K2-182 b,2.71257333,20.97667486,4.7369696,965.8,146.9,5128.0,0.789,0.823,154.83,130.180046,10.9829509,Transit,2018
TOI-1824 b,2.7438269,16.0,22.808533,528.67,14.6287,5165.0,0.8123,0.8801,59.4314,197.7312286,61.7448492,Transit,2024
Kepler-879 c,0.4,0.0364,0.646716,,,5456.75,1.022,0.974,802.672,295.8065515,50.9097521,Transit,2024
TOI-3884 b,6.43,32.59,4.5445828,441.0,6.29,3180.0,0.302,0.298,43.1448,181.5718341,12.5070258,Transit,2022
K2-114 b,10.59248676,638.83509807,11.390931,701.4,40.0,4899.0,0.832,0.863,475.758,127.882912,11.922255,Transit,2017
TOI-2019 b,5.33275337,34.4,15.3444,917.46,126.052,5626.0,1.7457,1.1832,198.007,234.4317651,48.955206,Transit,2024
KOI-4978 b,0.7,0.271,0.941967,,,5050.28,0.966,0.859,936.341,286.5907635,38.5582993,Transit,2024
TOI-2379 b,11.72459381,1830.69162432,5.4693827,624.0,25.3,3707.0,0.622,0.645,211.247,358.0920465,-53.043156,Transit,2024
COCONUTS-2 b,12.44196858,2542.627256,402000000.0,434.0,,3406.0,0.388,0.37,10.8864,117.300914,-76.702696,Imaging,2021
K2-115 b,11.80305668,321.00669107,20.2729914,696.0,20.4393,5870.0,0.855,0.918,413.591,126.5535002,12.281851,Transit,2017
K2-3 d,1.458,2.2,44.55603,305.2,1.44,3844.0,0.546,0.549,44.0727,172.3353708,-1.4551364,Transit,2015
TOI-2145 b,12.41899699,1767.0,10.261127,1363.43,515.939,6200.0,2.7505,1.7169,224.731,263.7580753,40.6950428,Transit,2023
HD 222237 b,12.8,1649.52943233,14892.0,,,4751.0,0.71,0.76,11.4469,354.9078642,-72.7253271,Radial Velocity,2024
TOI-2714 b,13.72,228.0,2.499387,1603.0,945.55,5665.0,1.25,1.07,597.873,61.4012482,-14.9267458,Transit,2024
TOI-2274 b,2.45,6.57,2.67963,771.46,83.7078,3943.0,0.631,0.612,48.876,277.459311,40.5414117,Transit,2024
KMT-2021-BLG-2609L b,3.17,10.17050902,,,,,,0.2,7480.0,263.518875,-27.5969389,Microlensing,2024
HD 86728 b,3.03,9.43,31.1515,,,5610.0,1.237,0.967,14.9202,150.250054,31.9218216,Radial Velocity,2025
Kepler-85 b,1.778,1.84,8.3,809.0,107.028,5505.2,0.875,0.928,765.025,290.9734395,45.2902761,Transit,2012
TOI-2981 b,13.4,638.0,3.601501,1358.0,556.616,5940.0,1.08,1.03,527.789,163.487394,-25.5245988,Transit,2024
TOI-5319 b,2.83,8.4,4.07853,695.0,38.7885,3580.0,0.485,0.5,61.171,35.2135563,23.5204408,Transit,2024
TOI-1180 b,3.072,10.0,9.686760378,638.18,36.97,4738.0,0.73,0.75,72.0238,214.5557741,82.1937642,Transit,2024
TOI-1386 c,10.3,75.2,232.0,327.4,1.771,5735.0,1.0235,1.0363,146.858,334.5041029,54.3190454,Radial Velocity,2024
KMT-2016-BLG-2321L b,13.8,301.93698665,,,,,,0.73,3580.0,264.0579167,-25.5248806,Microlensing,2024
LP 261-75 b,12.1,6674.396547,,1500.0,,3138.0,0.308,0.22,33.928,147.7685281,35.9685562,Imaging,2006
HD 35843 c,2.54,11.32,46.9622,479.0,11.3814,5666.0,0.897,0.94,69.6026,81.3488924,-44.4312849,Transit,2025
KMT-2022-BLG-2286L b,12.1,6038.739733,,,,,,0.2,7320.0,269.16525,-28.8549194,Microlensing,2024
TOI-4504 c,11.09689089,1197.32317485,82.97213,182.8,0.2639,5315.0,0.92,0.89,342.605,114.4673065,-62.0782776,Transit,2024
Kepler-391 c,2.88,450.0,20.501,662.0,179.0,5038.0,2.879,1.27,869.236,290.6218844,51.0573453,Transit,2014
ZTF J1230-2655 b,13.78704626,7024.0077947,0.23597766,,,10000.0,0.0123,0.646,186.69,187.5689308,-26.9309608,Transit,2025
Kepler-1152 b,0.87,0.59,1.646801908,806.0,139.601,3964.0,0.53,0.55,215.233,290.4341483,44.1077802,Transit,2016
TOI-4504 b,2.691,7.71,2.42614,1234.03,548.0544,5315.0,0.92,0.89,342.605,114.4673065,-62.0782776,Transit,2024
TOI-4504 d,13.6,450.23572136,40.5634,,,5315.0,0.92,0.89,342.605,114.4673065,-62.0782776,Transit Timing Variations,2024
K2-99 b,11.88151954,276.51071409,18.24783,1184.0,357.0,6069.0,2.55,1.44,519.229,208.7737624,-5.4424943,Transit,2016
KMT-2021-BLG-0736L b,4.86,21.0,,,,,,0.6,7000.0,268.3225833,-29.7124194,Microlensing,2025
OGLE-2017-BLG-0364L b,10.3,75.8,,,,,,0.49,7860.0,265.227875,-34.6175833,Microlensing,2024
TOI-1803 c,4.29,8.0,12.885779,588.0,22.0,4687.0,0.715,0.756,119.24,178.0461054,35.1718001,Transit,2025
TOI-6016 b,13.67495645,371.85923619,4.023687,1890.0,940.0,6110.0,1.51,1.31,364.715,4.5239602,59.7661983,Transit,2024
TOI-561 d,2.615,13.33,25.71268,600.0,21.2,5342.0,0.843,0.806,85.799,148.1851516,6.216103,Transit,2020
TOI-1478 b,11.99360935,279.68899816,10.1802117,918.0,261.013,5597.0,1.048,0.947,152.892,126.4337428,-13.5595485,Transit,2021
TOI-1803 b,2.99,10.32,6.293287,747.0,58.0,4687.0,0.715,0.756,119.24,178.0461054,35.1718001,Transit,2025
TOI-6130 b,14.3474953,333.71982735,2.392679,1750.0,1150.0,6110.0,1.51,1.31,220.882,339.2050832,16.8271941,Transit,2024
TOI-5108 b,6.6,32.0,6.753581,1180.0,122.785,5808.0,1.29,1.1,130.919,166.2695041,11.2464069,Transit,2025
HAT-P-11 b,4.36,25.0,4.888,838.0,100.77,4653.0,0.683,0.811,37.7647,297.7101763,48.0818635,Transit,2008
GJ 1289 b,2.38,6.27,111.74,150.0,,3296.0,0.245012,0.21,8.35147,355.7813464,36.5363314,Radial Velocity,2024
Barnard d,0.694,0.263,2.3402,483.0,,3195.0,0.185,0.162,1.82655,269.4486144,4.7379808,Radial Velocity,2025
WASP-77 A b,13.56,529.31142902,1.360029395,1674.0,1440.0,5617.0,0.91,0.903,105.166,37.1555223,-7.0606675,Transit,2012
HIP 67851 b,13.7,365.50266805,89.23,,,4840.0,5.45,1.28,64.1181,208.465364,-35.3146536,Radial Velocity,2015
TOI-2886 b,18.6405349,444.9597698,1.60200105,1978.0,2560.0,6240.0,1.241,1.229,413.673,110.0076569,-10.5698414,Transit,2025
TOI-5786 b,8.54,73.0,12.779107,1040.0,374.462,6235.0,1.36,1.23,192.475,293.3223259,30.7042468,Transit,2025
HR 858 b,2.004,3.55,3.585287,1552.0,989.7,6354.0,1.258,1.204,31.964,42.9849779,-30.8140609,Transit,2019
WASP-195 b,10.31226224,33.05415433,5.051928,1522.0,890.0,6300.0,1.578,1.3,484.852,247.5496427,49.895791,Transit,2025
WASP-116 b,13.67495645,203.41018048,6.6132,1414.0,663.0,6250.0,1.426,1.25,559.243,35.2157609,-1.8260419,Transit,2025
HD 87816 c,12.4,3877.5065654,7596.0,,,4989.0,9.0,2.41,133.233,151.5296524,-52.1878679,Radial Velocity,2025
HD 94890 b,13.3,676.97450691,824.61,,,4867.0,10.71,1.74,61.7012,164.1797804,-37.1383035,Radial Velocity,2025
HD 73344 c,13.5,118.54999581,65.94,,,6148.0,1.22,1.19,35.26,129.6894456,23.6852651,Radial Velocity,2025
TOI-2328 b,9.97599282,50.85254512,17.10197,842.0,20.0982,5525.0,0.9,0.95,231.782,31.6907424,-81.247376,Transit,2025
HD 73344 d,13.2,810.46243785,5823.0,,,6148.0,1.22,1.19,35.26,129.6894456,23.6852651,Radial Velocity,2025
TOI-5027 b,10.76062147,642.01338214,10.24368,1056.0,190.912,5909.0,0.92,1.02,204.429,243.8850212,-69.2170972,Transit,2025
WASP-155 b,13.45077684,276.8285425,3.110413,1468.0,771.0,5660.0,1.24,1.09,399.63,347.979723,33.0476125,Transit,2025
WASP-102 b,14.90794433,197.68926915,2.709813,1671.0,1293.0,5990.0,1.375,1.08,535.689,336.4643016,15.8566392,Transit,2025
TIC 434398831 b,3.51,12.1,3.685504,1250.0,,5638.0,0.909,0.992,217.011,93.9592639,16.0238459,Transit,2025
K2-360 c,4.02,15.23,9.79692,912.0,115.0,5679.0,0.98,0.958,232.1,183.7203635,1.9681688,Radial Velocity,2024
GJ 581 b,4.79,20.5,5.3686,,,3500.0,0.302,0.295,6.2981,229.8564725,-7.7226935,Radial Velocity,2005
